ra,dec,LS_id,z,source
177.30506896972656,-29.2767391204834,g1149132-291636,0.0056172193631368805,2MRS
198.25421142578125,-19.518299102783203,g1313010-193106,0.008962867237974346,2MRS
62.465999603271484,-56.11845016479492,g0409518-560706,0.0025484296873138816,2MRS
171.18182373046875,38.762779235839844,NGC_3665,0.006834728310610136,2MRS
156.63450622558594,-39.943939208984375,g1026323-395638,0.009253068000796739,2MRS
223.4901580810547,3.5445098876953125,14535759+0332397,0.00559386987647301,2MRS
67.70494079589844,64.8479232788086,NGC_1569,-0.00034690665900607813,2MRS
146.0668487548828,-21.278289794921875,g0944160-211641,0.007658631625749572,2MRS
189.2224884033203,7.2466301918029785,NGC_4570,0.005770658846928031,2MRS
181.5963134765625,52.7109489440918,NGC_4102,0.0028219522453763663,2MRS
56.13298034667969,-44.64482879638672,NGC_1448,0.0038960286319144164,2MRS
304.57977294921875,-70.85881042480469,NGC_6876,0.013375920217445898,2MRS
349.77001953125,-8.485139846801758,23190478-0829063,0.007385109067687087,2MRS
263.10125732421875,7.060269832611084,NGC_6384,0.005553842185049232,2MRS
208.91676330566406,40.461769104003906,13553994+4027423,0.00846919237708108,2MRS
186.7351531982422,15.047419548034668,NGC_4419,-0.0008706022884671768,2MRS
118.96465301513672,-52.30678176879883,g0755515-521824,0.0031555163405745184,2MRS
196.0712432861328,-30.52627944946289,g1304171-303135,0.010664044123484921,2MRS
199.2436981201172,-16.634849548339844,g1316585-163805,0.005817357820255772,2MRS
184.53465270996094,28.17531967163086,NGC_4251,0.0035724714595722087,2MRS
194.1801300048828,-50.34687042236328,IC_3896,0.006884762924889858,2MRS
155.87753295898438,19.86495018005371,NGC_3227,0.0038593365814426194,2MRS
202.45346069335938,-17.966489791870117,NGC_5170,0.0050067970689242625,2MRS
186.23095703125,11.704270362854004,NGC_4371,0.003145509417718574,2MRS
197.2384490966797,-15.516289710998535,g1308572-153059,0.004326326314720032,2MRS
83.34065246582031,-21.945770263671875,g0533217-215644,-0.0008272389560914171,2MRS
354.9744567871094,-12.293009757995605,g2339538-121734,0.005890741921199366,2MRS
176.5324249267578,47.49449920654297,11460779+4729411,0.0030220907024952576,2MRS
177.3140411376953,56.0843505859375,NGC_3898,0.003922713759530268,2MRS
116.89187622070312,-41.45214080810547,ESO_311-_G_012,0.0037726099166911,2MRS
200.10401916503906,-20.610990524291992,g1320250-203640,0.006064195250702405,2MRS
198.84986877441406,-16.385530471801758,NGC_5044,0.009279753128412591,2MRS
13.017979621887207,47.55051040649414,NGC_0278,0.0020914468768924136,2MRS
53.75563049316406,-24.933109283447266,g0335013-245560,0.0046865755375340365,2MRS
224.59461975097656,-1.0910799503326416,g1458227-010528,0.006354396013524797,2MRS
63.41960906982422,-31.645410537719727,g0413407-313843,0.004616527077542424,2MRS
187.24588012695312,3.5706000328063965,NGC_4457,0.002942035319647701,2MRS
185.99093627929688,16.693349838256836,NGC_4350,0.004002769142377825,2MRS
153.6754608154297,-28.872060775756836,g1014421-285219,0.003609163510044005,2MRS
54.878509521484375,-18.688169479370117,g0339308-184117,0.0017678897045502059,2MRS
330.6659240722656,-20.812820434570312,NGC_7184,0.008739379294191585,2MRS
94.76109313964844,3.1642799377441406,2MASX_J06190264+0309512,0.009680030042650374,2MRS
194.5051727294922,1.5755800008773804,12580119+0134330,0.0036958901747955247,2MRS
